loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,1,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,zip_code,addr_state,dti,open_acc,revol_bal,revol_util,total_acc,application_type,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
30000,30000, 60 months,13.49%,690.15,C,C2,Account manager,8 years,MORTGAGE,83000,Source Verified,Issued,debt_consolidation,Debt consolidation,324xx,FL,23.1,18,29893,25%,49,INDIVIDUAL,235302,8,14706,0,355096,74373,89500,70496
5000,5000, 36 months,11.44%,164.74,B,B4,Account Manager,10+ years,MORTGAGE,130000,Source Verified,Issued,vacation,Vacation,088xx,NJ,10.86,8,5658,37.70%,27,INDIVIDUAL,475739,7,67963,0,497614,25694,5400,29384
2000,2000, 36 months,16.99%,71.3,D,D1,Account Manager,n/a,RENT,20000,Source Verified,Issued,major_purchase,Major purchase,959xx,CA,15.31,11,7329,48.20%,16,INDIVIDUAL,7329,6,666,0,15200,7329,8200,0
1500,1500, 36 months,8.24%,47.18,B,B1,Account Manager,10+ years,MORTGAGE,45000,Not Verified,Issued,debt_consolidation,Debt consolidation,367xx,AL,31.1,8,16906,89%,24,INDIVIDUAL,106489,2,13311,0,120265,41475,14900,32898
17975,17975, 60 months,18.99%,466.19,D,D3,Account manager,10+ years,MORTGAGE,138000,Source Verified,Issued,credit_card,Credit card refinancing,064xx,CT,5.75,20,8778,43.70%,33,INDIVIDUAL,31924,8,1774,0,50811,31924,3300,30711
8000,8000, 36 months,7.49%,248.82,A,A4,Account Manager,1 year,RENT,45000,Not Verified,Issued,credit_card,Credit card refinancing,481xx,MI,18.11,4,2647,23%,14,INDIVIDUAL,14656,2,3664,0,32492,14656,1000,20992
36000,36000, 60 months,15.99%,875.26,C,C5,Account Manager,8 years,OWN,83000,Source Verified,Issued,debt_consolidation,Debt consolidation,029xx,RI,23.74,9,105532,24.40%,17,INDIVIDUAL,193675,2,21519,0,206986,193675,12200,80586
10000,10000, 36 months,11.44%,329.48,B,B4,Account manager,7 years,RENT,43000,Not Verified,Issued,major_purchase,Major purchase,721xx,AR,28.19,4,10116,67.40%,9,INDIVIDUAL,35537,2,8884,0,55879,35537,15000,40879
24000,24000, 60 months,25.49%,711.35,E,E4,Account Manager,8 years,RENT,100000,Verified,Issued,debt_consolidation,Debt consolidation,224xx,VA,24.86,28,13298,48%,56,JOINT,196761,8,7027,0,183454,196761,8700,155754
12000,12000, 60 months,16.99%,298.17,D,D1,Account Manager,< 1 year,MORTGAGE,65000,Source Verified,Issued,debt_consolidation,Debt consolidation,463xx,IN,8.99,8,13266,29.20%,15,INDIVIDUAL,19459,6,2432,0,59505,19459,45500,14005
7200,7200, 36 months,10.49%,233.99,B,B2,Account Manager,10+ years,MORTGAGE,59000,Source Verified,Issued,debt_consolidation,Debt consolidation,734xx,OK,13.06,6,5864,83.80%,32,INDIVIDUAL,160053,2,26676,0,185717,38207,5900,54517
15000,15000, 60 months,11.44%,329.44,B,B4,Account Manager,10+ years,MORTGAGE,95000,Not Verified,Issued,debt_consolidation,Debt consolidation,115xx,NY,5.17,4,10106,62.80%,14,INDIVIDUAL,438130,1,109533,0,489759,10106,12700,0
3025,3025, 36 months,13.99%,103.38,C,C3,Account Manager,4 years,RENT,113000,Verified,Issued,debt_consolidation,Debt consolidation,300xx,GA,16.31,12,15628,72.40%,18,INDIVIDUAL,25158,5,2097,0,60600,25158,15500,39000
6625,6625, 36 months,15.99%,232.89,C,C5,Account Manager,1 year,RENT,19500,Verified,Issued,debt_consolidation,Debt consolidation,928xx,CA,15.02,4,8714,62.70%,6,INDIVIDUAL,8714,2,2179,0,13900,8714,7500,0
14400,14400, 36 months,14.99%,499.12,C,C4,Account Manager,10+ years,RENT,105000,Verified,Issued,debt_consolidation,Debt consolidation,088xx,NJ,13.43,9,16048,44.50%,12,INDIVIDUAL,47577,9,5286,0,77589,47577,27100,41489
12800,12800, 60 months,18.99%,331.97,D,D3,Account Manager,10+ years,RENT,40000,Not Verified,Issued,debt_consolidation,Debt consolidation,373xx,TN,27.06,7,13902,92.70%,16,INDIVIDUAL,42386,2,6055,0,48697,42386,7000,33697
13725,13725, 60 months,14.99%,326.45,C,C4,Account manager,n/a,MORTGAGE,15000,Source Verified,Issued,credit_card,Credit card refinancing,932xx,CA,27.2,6,1185,25.80%,12,JOINT,8462,3,1410,0,13016,8462,2500,8416
16800,16800, 36 months,14.99%,582.3,C,C4,account manager,10+ years,OWN,40000,Source Verified,Issued,debt_consolidation,Debt consolidation,359xx,AL,9.99,8,15278,45.20%,22,INDIVIDUAL,15278,0,1910,0,33800,15278,25700,0
8400,8400, 36 months,11.49%,276.96,B,B5,Account Manager,1 year,RENT,40000,Source Verified,Issued,credit_card,Credit card refinancing,303xx,GA,19.22,15,14323,60.90%,26,INDIVIDUAL,37225,2,2482,0,48826,37225,20500,25326
25000,25000, 60 months,11.39%,548.44,B,B3,Account Manager,8 years,MORTGAGE,84600,Source Verified,Issued,debt_consolidation,Debt consolidation,300xx,GA,11.56,17,21553,22%,26,INDIVIDUAL,320320,3,20020,0,415738,26456,72600,0
15000,15000, 36 months,11.49%,494.57,B,B5,account manager,5 years,RENT,52000,Verified,Issued,credit_card,Credit card refinancing,323xx,FL,19.25,19,14585,60.50%,35,INDIVIDUAL,100744,2,5597,0,94930,100744,16600,70830
16000,16000, 60 months,15.99%,389.01,C,C5,Account Manager,10+ years,RENT,105000,Not Verified,Issued,debt_consolidation,Debt consolidation,554xx,MN,11.72,5,27183,75.70%,11,INDIVIDUAL,32234,1,6447,0,44399,32234,31000,8499
6000,6000, 36 months,8.24%,188.69,B,B1,Account Manager,4 years,RENT,88800,Source Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,18.57,7,4862,37.40%,25,INDIVIDUAL,87062,2,12437,0,93245,87062,12700,80245
14400,14400, 36 months,7.49%,447.87,A,A4,Account Manager,n/a,OWN,75000,Not Verified,Issued,major_purchase,Major purchase,325xx,FL,32.81,23,37104,49.20%,47,INDIVIDUAL,70281,8,3514,0,122859,70281,23800,47459
14000,14000, 36 months,13.99%,478.42,C,C3,Account Manager,1 year,MORTGAGE,56000,Not Verified,Issued,debt_consolidation,Debt consolidation,337xx,FL,12.82,9,11737,55.60%,10,INDIVIDUAL,150334,9,16704,0,167545,22663,15200,15945
19000,19000, 36 months,11.44%,626.01,B,B4,Account Manager,9 years,MORTGAGE,94000,Not Verified,Issued,debt_consolidation,Debt consolidation,917xx,CA,8.49,6,7888,61.10%,19,INDIVIDUAL,354543,6,59091,0,370816,48923,10500,49614
10000,10000, 36 months,11.49%,329.72,B,B5,Account Manager,9 years,MORTGAGE,55000,Source Verified,Issued,debt_consolidation,Debt consolidation,856xx,AZ,28.04,11,11935,46.80%,18,INDIVIDUAL,141041,7,12822,0,170087,36366,14300,39581
3000,3000, 36 months,11.49%,98.92,B,B5,Account manager,3 years,MORTGAGE,105000,Source Verified,Issued,medical,Medical expenses,331xx,FL,7.83,9,14065,62.80%,13,INDIVIDUAL,466580,3,58323,0,524108,17004,10000,10712
35000,35000, 60 months,13.49%,805.17,C,C2,Account manager,10+ years,MORTGAGE,95000,Source Verified,Issued,debt_consolidation,Debt consolidation,490xx,MI,24.85,12,31941,72.40%,34,JOINT,197290,3,16441,0,232254,70769,25300,59542
7450,7450, 36 months,12.74%,250.09,C,C1,Account Manager,2 years,MORTGAGE,99599,Verified,Issued,home_improvement,Home improvement,220xx,VA,19.8,20,32571,44.90%,39,INDIVIDUAL,690605,9,36348,0,776589,61667,45100,42500
12000,12000, 36 months,11.49%,395.66,B,B5,Account Manager,6 years,MORTGAGE,90000,Source Verified,Issued,debt_consolidation,Debt consolidation,852xx,AZ,14.92,18,8053,43.30%,24,INDIVIDUAL,272224,9,15124,0,284078,71299,13700,57581
3000,3000, 36 months,22.74%,115.73,E,E1,Account Manager,3 years,OWN,38600,Source Verified,Issued,credit_card,Credit card refinancing,441xx,OH,6.62,14,3019,12%,22,INDIVIDUAL,129618,12,9971,0,153144,8619,21000,5700
8150,8150, 36 months,7.99%,255.36,A,A5,Account Manager,9 years,RENT,84500,Not Verified,Issued,credit_card,Credit card refinancing,341xx,FL,7.71,12,24479,47.80%,22,INDIVIDUAL,24479,4,2225,0,51200,24479,47800,0
10000,10000, 36 months,10.49%,324.98,B,B2,Account Manager,7 years,RENT,275000,Source Verified,Issued,debt_consolidation,Debt consolidation,106xx,NY,6.4,11,11692,41.80%,16,INDIVIDUAL,34743,4,3860,0,63901,34743,17000,30000
5450,5450, 36 months,19.99%,202.52,D,D4,Account Manager,10+ years,MORTGAGE,42000,Verified,Issued,other,Other,314xx,GA,12.97,5,887,49.30%,7,INDIVIDUAL,65919,3,13184,0,96307,17524,1200,22507
13000,13000, 36 months,7.99%,407.32,A,A5,Account Manager,10+ years,RENT,65000,Not Verified,Issued,debt_consolidation,Debt consolidation,937xx,CA,15.69,6,13226,67.80%,15,INDIVIDUAL,20609,3,4122,0,36112,20609,18300,16612
8000,8000, 36 months,5.32%,240.92,A,A1,Account Manager,5 years,RENT,89000,Not Verified,Issued,debt_consolidation,Debt consolidation,802xx,CO,18.81,17,15716,35.60%,31,INDIVIDUAL,54811,1,3224,0,124699,54811,42100,80599
19000,19000, 36 months,11.49%,626.46,B,B5,Account manager,10+ years,RENT,125000,Source Verified,Issued,credit_card,Credit card refinancing,891xx,NV,26.93,10,45172,42.90%,19,INDIVIDUAL,313081,5,31308,0,412676,117645,87500,96327
35000,35000, 36 months,11.44%,1153.17,B,B4,Account Manager,10+ years,MORTGAGE,77000,Verified,Issued,debt_consolidation,Debt consolidation,304xx,GA,20.48,17,27820,65.30%,54,INDIVIDUAL,174927,1,10290,0,241494,61684,16300,38894
7000,7000, 36 months,7.99%,219.33,A,A5,account manager,1 year,RENT,55000,Source Verified,Issued,debt_consolidation,Debt consolidation,330xx,FL,5.98,14,8858,26.60%,25,INDIVIDUAL,36031,2,2574,0,54800,36031,24400,21500
6000,6000, 36 months,16.99%,213.89,D,D1,Account Manager,4 years,MORTGAGE,36108,Source Verified,Issued,debt_consolidation,Debt consolidation,565xx,MN,26.55,6,9022,43%,28,INDIVIDUAL,125564,5,20927,0,140315,20877,16500,12375
8700,8700, 36 months,8.24%,273.6,B,B1,Account Manager,10+ years,MORTGAGE,41000,Verified,Current,credit_card,Credit card refinancing,955xx,CA,9.07,9,12778,58.60%,27,INDIVIDUAL,12778,6,1597,0,21800,12778,18400,0
7450,7450, 36 months,14.99%,258.23,C,C4,Account Manager,2 years,RENT,59000,Source Verified,Issued,debt_consolidation,Debt consolidation,144xx,NY,15.13,9,5700,57%,17,INDIVIDUAL,33670,5,3741,0,42135,33670,8200,32135
7500,7500, 36 months,11.49%,247.29,B,B5,Account Manager,10+ years,RENT,41600,Source Verified,Issued,debt_consolidation,Debt consolidation,921xx,CA,5.19,2,6718,97.40%,3,INDIVIDUAL,6718,0,3359,0,6900,6718,6900,0
16000,16000, 36 months,5.32%,481.84,A,A1,Account manager,3 years,MORTGAGE,120000,Not Verified,Issued,credit_card,Credit card refinancing,773xx,TX,11.21,8,23381,33.60%,20,INDIVIDUAL,218852,4,27357,0,291807,44576,61200,46407
10000,10000, 36 months,11.49%,329.72,B,B5,Account manager,7 years,RENT,107000,Source Verified,Issued,debt_consolidation,Debt consolidation,553xx,MN,21.6,8,26999,91.20%,13,INDIVIDUAL,63068,2,7884,0,81595,63068,28800,51995
28000,28000, 36 months,11.49%,923.2,B,B5,ACCOUNT MANAGER,10+ years,MORTGAGE,205000,Source Verified,Issued,credit_card,Credit card refinancing,967xx,HI,7.06,7,36457,56.80%,12,INDIVIDUAL,437874,4,62553,0,484165,40044,60200,9565
35000,35000, 36 months,17.99%,1265.16,D,D2,Account Manager,10+ years,OWN,95000,Source Verified,Issued,major_purchase,Major purchase,023xx,MA,23.11,10,35397,75.50%,25,INDIVIDUAL,375793,2,37579,0,493060,54072,36900,50608
16800,16800, 36 months,11.39%,553.12,B,B3,Account Manager,10+ years,RENT,58000,Source Verified,Issued,debt_consolidation,Debt consolidation,926xx,CA,8.21,6,13624,67.80%,24,INDIVIDUAL,13624,1,2271,0,20100,13624,16500,0
8400,8400, 36 months,7.99%,263.19,A,A5,account manager,5 years,MORTGAGE,200000,Source Verified,Issued,debt_consolidation,Debt consolidation,805xx,CO,24.34,19,52916,75.40%,27,INDIVIDUAL,504123,4,26533,0,616497,242245,13000,264504
5000,5000, 36 months,5.32%,150.58,A,A1,Account Manager,9 years,OWN,105000,Not Verified,Issued,credit_card,Credit card refinancing,112xx,NY,13.04,10,5695,17.80%,21,INDIVIDUAL,365117,2,36512,0,467895,18816,32000,40001
6000,6000, 36 months,8.24%,188.69,B,B1,Account Manager,10+ years,RENT,60000,Not Verified,Issued,other,Other,890xx,NV,29.8,13,17699,36%,35,INDIVIDUAL,63252,5,5271,0,101036,63252,21900,51936
3200,3200, 36 months,15.99%,112.49,C,C5,Account Manager,< 1 year,RENT,16800,Source Verified,Issued,other,Other,895xx,NV,6.36,3,2785,25.60%,4,INDIVIDUAL,2785,2,928,0,10900,2785,10900,0
39000,39000, 36 months,12.74%,1309.19,C,C1,Account Manager,< 1 year,MORTGAGE,38500,Source Verified,Issued,debt_consolidation,Debt consolidation,640xx,MO,31.51,22,16870,53.10%,38,JOINT,177379,8,8447,0,232527,26302,13500,28350
14000,14000, 36 months,11.49%,461.6,B,B5,Account Manager,1 year,OWN,40000,Source Verified,Issued,credit_card,Credit card refinancing,782xx,TX,8.46,5,12023,45.40%,6,INDIVIDUAL,12023,4,2405,0,26500,12023,10900,0
11000,11000, 60 months,11.39%,241.32,B,B3,Account Manager,1 year,MORTGAGE,160000,Source Verified,Issued,debt_consolidation,Debt consolidation,064xx,CT,21.56,10,33735,35.40%,23,INDIVIDUAL,343223,5,34322,0,447846,121649,90100,103996
10000,10000, 36 months,7.99%,313.32,A,A5,Account Manager,3 years,RENT,55320,Not Verified,Issued,debt_consolidation,Debt consolidation,940xx,CA,12.58,4,4202,36.20%,10,INDIVIDUAL,22128,0,5532,0,39741,22128,6800,28141
11000,11000, 36 months,8.24%,345.92,B,B1,Account Manager,10+ years,RENT,68000,Not Verified,Issued,debt_consolidation,Debt consolidation,112xx,NY,20.58,10,7491,41%,14,INDIVIDUAL,32308,5,3230,0,58764,32308,12300,40664
25000,25000, 60 months,25.49%,740.99,E,E4,Account Manager,7 years,MORTGAGE,64000,Not Verified,Issued,debt_consolidation,Debt consolidation,782xx,TX,27.45,14,8589,54.70%,27,INDIVIDUAL,195758,9,13983,0,252865,52001,1800,55863
6500,6500, 36 months,6.99%,200.68,A,A2,account manager,2 years,RENT,35000,Not Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,10.77,10,7313,14.50%,21,INDIVIDUAL,7902,3,790,0,54000,7902,46000,3600
12000,12000, 36 months,10.49%,389.98,B,B2,Account Manager,2 years,RENT,48000,Not Verified,Issued,debt_consolidation,Debt consolidation,540xx,WI,18.98,13,14559,35.80%,16,INDIVIDUAL,48143,3,3703,0,89717,48143,38400,49017
35000,35000, 60 months,15.99%,850.95,C,C5,Account Manager,10+ years,MORTGAGE,32927,Verified,Issued,debt_consolidation,Debt consolidation,793xx,TX,81.33,10,20749,65.50%,28,JOINT,157683,6,17520,0,198118,89658,21000,83918
9000,9000, 36 months,13.49%,305.38,C,C2,Account Manager,2 years,RENT,60000,Not Verified,Issued,debt_consolidation,Debt consolidation,200xx,DC,11.68,18,11366,33.20%,18,INDIVIDUAL,35628,5,1979,0,60066,35628,22700,25866
10000,10000, 36 months,15.99%,351.53,C,C5,Account Manager,n/a,RENT,39286,Verified,Issued,moving,Moving and relocation,662xx,KS,14.97,4,2375,16.40%,13,INDIVIDUAL,9300,2,2325,0,24500,9300,13300,10000
14000,14000, 36 months,8.24%,440.27,B,B1,Account Manager,10+ years,MORTGAGE,85000,Source Verified,Issued,debt_consolidation,Debt consolidation,023xx,MA,16.9,12,7646,51.30%,22,INDIVIDUAL,270696,8,22558,0,321681,32549,11200,34781
12000,12000, 60 months,15.99%,291.76,C,C5,Account Manager,2 years,RENT,75000,Not Verified,Issued,other,Other,600xx,IL,3.41,6,8555,15.80%,10,INDIVIDUAL,8555,0,1426,0,54000,8555,54000,0
10000,10000, 36 months,8.24%,314.48,B,B1,Account Manager,10+ years,MORTGAGE,51000,Not Verified,Issued,debt_consolidation,Debt consolidation,114xx,NY,21.11,7,5142,42%,13,INDIVIDUAL,22980,6,3282,0,38221,22980,11500,26071
15000,15000, 36 months,14.99%,519.91,C,C4,Account Manager,5 years,RENT,120000,Not Verified,Issued,debt_consolidation,Debt consolidation,388xx,MS,17.88,25,12707,60.50%,42,INDIVIDUAL,168596,5,6744,0,160751,168596,11200,139751
12000,12000, 36 months,8.24%,377.37,B,B1,Account Manager,4 years,OWN,40000,Not Verified,Issued,debt_consolidation,Debt consolidation,280xx,NC,19.08,8,13645,72%,16,INDIVIDUAL,110791,2,13848,0,162778,33250,12750,31470
28000,28000, 36 months,5.32%,843.22,A,A1,Account Manager,10+ years,MORTGAGE,145000,Source Verified,Issued,debt_consolidation,Debt consolidation,953xx,CA,6.83,10,27537,52.50%,24,INDIVIDUAL,616698,1,61670,0,707130,42580,32500,22359
6000,6000, 36 months,11.44%,197.69,B,B4,Account Manager,2 years,MORTGAGE,65000,Source Verified,Current,debt_consolidation,Debt consolidation,935xx,CA,14.33,13,6227,39.20%,27,INDIVIDUAL,285669,8,21975,0,301331,61172,6200,59597
10000,10000, 36 months,11.49%,329.72,B,B5,Account Manager,6 years,OWN,121000,Source Verified,Issued,other,Other,207xx,MD,10.94,5,10312,93.70%,11,INDIVIDUAL,467084,2,93417,0,486258,47660,0,53047
15000,15000, 60 months,13.49%,345.08,C,C2,Account manager,10+ years,MORTGAGE,65000,Not Verified,Issued,debt_consolidation,Debt consolidation,088xx,NJ,9.11,7,14775,58.40%,12,INDIVIDUAL,288203,0,41172,0,328404,16280,13000,0
25000,25000, 36 months,5.32%,752.87,A,A1,Account manager,8 years,MORTGAGE,108000,Not Verified,Issued,debt_consolidation,Debt consolidation,984xx,WA,19.74,12,41325,44.90%,14,INDIVIDUAL,298401,0,27127,0,416662,97246,60500,80000
13000,13000, 36 months,7.49%,404.33,A,A4,Account Manager,3 years,RENT,84000,Source Verified,Issued,debt_consolidation,Debt consolidation,330xx,FL,14.99,10,8934,51.10%,36,INDIVIDUAL,181073,6,18107,0,167119,181073,15200,149619
32000,32000, 60 months,16.99%,795.12,D,D1,Account Manager,3 years,MORTGAGE,53000,Source Verified,Issued,debt_consolidation,Debt consolidation,687xx,NE,24.64,8,9909,73.40%,19,JOINT,60766,7,7596,0,71340,60766,7800,57840
4000,4000, 36 months,14.99%,138.65,C,C4,Account Manager,7 years,RENT,65580,Verified,Issued,credit_card,Credit card refinancing,801xx,CO,28.93,15,59067,97%,25,INDIVIDUAL,59067,2,3937,0,60605,59067,50505,0
10000,10000, 36 months,11.44%,329.48,B,B4,Account Manager,8 years,MORTGAGE,55000,Source Verified,Issued,debt_consolidation,Debt consolidation,060xx,CT,24.63,17,5663,37.80%,33,INDIVIDUAL,123186,3,7246,0,222090,31116,1600,35566
6000,6000, 36 months,12.74%,201.42,C,C1,Account Manager,9 years,MORTGAGE,28000,Verified,Issued,debt_consolidation,Debt consolidation,176xx,PA,29.4,6,10714,84%,11,INDIVIDUAL,138609,3,23101,0,148044,31212,11200,27436
15000,15000, 36 months,18.99%,549.77,D,D3,account manager,10+ years,MORTGAGE,78000,Not Verified,Issued,debt_consolidation,Debt consolidation,029xx,RI,25.06,17,21625,77%,32,INDIVIDUAL,253179,9,15823,0,290112,70208,25900,56017
21000,21000, 36 months,5.32%,632.42,A,A1,Account Manager,9 years,MORTGAGE,75000,Not Verified,Issued,debt_consolidation,Debt consolidation,940xx,CA,18.88,16,22373,22.80%,23,JOINT,436733,2,29116,0,574602,59152,70000,62902
4800,4800, 36 months,11.44%,158.15,B,B4,Account manager,5 years,MORTGAGE,54000,Source Verified,Issued,debt_consolidation,Debt consolidation,980xx,WA,11.49,6,3392,54.70%,19,INDIVIDUAL,249815,0,41636,0,278503,6265,6000,16006
15000,15000, 60 months,15.99%,364.7,C,C5,Account Manager,8 years,MORTGAGE,90000,Source Verified,Issued,debt_consolidation,Debt consolidation,282xx,NC,23,18,21408,78.10%,28,INDIVIDUAL,239142,6,14067,0,287094,71888,24000,71204
2800,2800, 36 months,13.99%,95.69,C,C3,Account Manager,n/a,MORTGAGE,22212,Verified,Issued,credit_card,Credit card refinancing,454xx,OH,24.2,18,4427,16%,21,INDIVIDUAL,35032,9,2061,0,71689,8978,1900,7200
10000,10000, 36 months,12.74%,335.69,C,C1,Account Manager,9 years,RENT,60000,Not Verified,Issued,credit_card,Credit card refinancing,605xx,IL,25.12,9,6141,57.90%,10,INDIVIDUAL,54510,6,6814,0,82147,54510,7600,71547
10150,10150, 60 months,13.49%,233.5,C,C2,Account Manager,4 years,MORTGAGE,97250,Source Verified,Issued,debt_consolidation,Debt consolidation,200xx,DC,19.28,18,18483,51.50%,34,INDIVIDUAL,72048,3,4003,0,119800,72048,33100,83900
26000,26000, 60 months,13.99%,604.84,C,C3,Account Manager,10+ years,RENT,82000,Not Verified,Issued,home_improvement,Home improvement,606xx,IL,10.39,13,11049,29.50%,34,INDIVIDUAL,11812,2,984,0,52378,11812,20700,14878
22000,22000, 60 months,14.99%,523.27,C,C4,Account Manager,10+ years,MORTGAGE,92000,Source Verified,Issued,debt_consolidation,Debt consolidation,607xx,IL,13.49,13,24656,56%,27,INDIVIDUAL,48077,5,3698,0,84544,48077,17500,40544
6000,6000, 36 months,10.49%,194.99,B,B2,Account Manager,< 1 year,RENT,38500,Not Verified,Issued,debt_consolidation,Debt consolidation,081xx,NJ,24.28,10,15905,57.80%,16,JOINT,38266,4,4252,0,51944,38266,8000,24444
15000,15000, 36 months,11.49%,494.57,B,B5,Account Manager,10+ years,MORTGAGE,180000,Not Verified,Issued,home_improvement,Home improvement,212xx,MD,8.23,21,8625,61.60%,44,INDIVIDUAL,288228,0,13725,0,306170,108108,14000,95794
13000,13000, 36 months,11.44%,428.32,B,B4,Account Manager,3 years,RENT,98440,Not Verified,Current,credit_card,Credit card refinancing,934xx,CA,25.88,22,9814,28.40%,35,INDIVIDUAL,254370,3,12113,0,312341,82149,16600,96092
21000,21000, 36 months,10.49%,682.46,B,B2,Account Manager,n/a,MORTGAGE,75000,Not Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,19.25,7,26908,82.30%,16,INDIVIDUAL,482056,0,68865,0,681872,40581,9800,34172
15350,15350, 36 months,6.99%,473.9,A,A2,Account Manager,10+ years,MORTGAGE,59000,Not Verified,Issued,debt_consolidation,Debt consolidation,042xx,ME,16.74,7,18990,66.60%,20,JOINT,80647,1,11521,0,191532,40686,22300,26432
9000,9000, 36 months,6.99%,277.86,A,A2,Account Manager,1 year,RENT,147621,Source Verified,Issued,other,Other,300xx,GA,18.68,25,29325,31.50%,50,INDIVIDUAL,63711,6,2770,0,155083,63711,63000,62083
6000,6000, 36 months,11.39%,197.55,B,B3,Account Manager,n/a,MORTGAGE,25000,Not Verified,Issued,car,Car financing,890xx,NV,34.52,4,1301,10.40%,15,INDIVIDUAL,84576,1,28192,0,100869,84576,12500,88369
10000,10000, 36 months,7.99%,313.32,A,A5,Account Manager,4 years,RENT,93000,Source Verified,Issued,credit_card,Credit card refinancing,532xx,WI,9.72,8,17785,43.30%,14,INDIVIDUAL,29369,2,3671,0,70350,29369,39800,29125
